question_id,question,a,b,c,d,ans,topic,subtopic,diff
343,"if a =$ \left[\begin{matrix}1&-1&3\\2&1&0\\3&3&1\\\end{matrix}\right] $ , then first 3r3, and then c3$ \rightarrow $c3+2c2 on a gives",$ \left[\begin{matrix}1&-1&1\\2&1&2\\9&9&21\\\end{matrix}\right] $,$ \left[\begin{matrix}1&-1&3\\2&1&0\\9&9&3\\\end{matrix}\right] $,$ \left[\begin{matrix}1&-1&1\\2&1&2\\3&3&7\\\end{matrix}\right] $,$$  \left[\begin{matrix}1&-1&6\\2&1&3\\3&3&12\\\end{matrix}\right]  $$,a,matrices,none,2
344,"if a = $ \left[\begin{matrix}1&1&0\\2&1&5\\1&2&1\\\end{matrix}\right] $ , then a11a21+a12a22+a13a23=",1,0,-1,2,b,matrices,none,2
345,"matrix a = $ \left[\begin{matrix}1&2&3\\1&1&5\\2&4&7\\\end{matrix}\right] $, then the value of a31a31+a32a32+a33a33 is",1,13,-1,-13,c,matrices,none,2
346,the cofactors of the elements of second row of $ \left[\begin{matrix}1&3&-2\\4&-5&6\\3&5&2\\\end{matrix}\right] $ are,"-16,-8,-4","-16,8,4","16,-8,4","-16,8,-4",b,matrices,none,2
347,the cofactors of the elements of the third row of$ \left[\begin{matrix}1&-1&2\\3&1&4\\1&2&3\\\end{matrix}\right] $ are,"-6,2,4","6,-2,3","-6,1,3","3,2,-6",a,matrices,none,2
348,the cofactors of the elements of the first column of $ \left[\begin{matrix}1&1&-2\\2&3&-5\\4&-1&-3\\\end{matrix}\right] $ are,"14,-5,3","-14,3,-6","-14,5,1","5,-3,-2",c,matrices,none,2
349,the cofactors of the elements of third column of$ \left[\begin{matrix}4&3&1\\1&3&2\\2&1&5\\\end{matrix}\right] $ are,"5,3,1","-5,2,7","-5,2,9","2,3,9",c,matrices,none,2
350,"if a =$ \left[\begin{matrix}1&2&3\\2&3&2\\1&2&2\\\end{matrix}\right] $ , then",a11+a21=-a32,a11+a21=-2a32,a11+a21=a32,a11+a21=2a32,c,matrices,none,2
351,matrix of cofactors of matrix $ \left[\begin{matrix}-1&2\\-3&4\\\end{matrix}\right] $ is,$ \left[\begin{matrix}4&2\\-3&-1\\\end{matrix}\right] $,$ \left[\begin{matrix}4&-2\\3&-1\\\end{matrix}\right] $,$ \left[\begin{matrix}4&-3\\2&-1\\\end{matrix}\right] $,$ \left[\begin{matrix}4&3\\-2&-1\\\end{matrix}\right] $,d,matrices,none,1
352,matrix of cofactors of the matrix $ \left[\begin{matrix}1&0&2\\-2&1&3\\0&3&-5\\\end{matrix}\right] $is,$ \left[\begin{matrix}-14&-10&6\\6&-5&-3\\-2&-7&1\\\end{matrix}\right] $,$$  \left[\begin{matrix}-14&-10&-6\\-6&5&-3\\-2&-7&1\\\end{matrix}\right]  $$,$ \left[\begin{matrix}-14&-10&-6\\6&-5&-3\\-2&-7&1\\\end{matrix}\right] $,$$  \left[\begin{matrix}-14&-10&-6\\6&-5&-3\\2&-7&-1\\\end{matrix}\right]  $$,c,matrices,none,2
353,"if a = $ \left[\begin{matrix}1&0\\0&1\\\end{matrix}\right] $ , then",a is invertible,a is not invertible,a is singular,a is zero matrix,a,matrices,none,2
354,"if a=$ \left[\begin{matrix}1&2\\3&3\\\end{matrix}\right] $ , then",a is singular,a-1 exists,a-1 does not exist,a-1 is singular,b,matrices,none,2
355,if a = $ \left[\begin{matrix}sec\theta&tan\theta\\tan\theta&sec\theta\\\end{matrix}\right] $then,a is scalar matrix,a is singular,a is not invertible,a is invertible,d,matrices,none,1
356,"if a =$ \left[\begin{matrix}3&4&3\\1&1&0\\1&4&5\\\end{matrix}\right] $, then",a is singular,a is lower triangular matrix,a is invertible,a is not invertible,c,matrices,none,2
357,"if a=$ \left[\begin{matrix}1&2&3\\2&-1&3\\1&2&3\\\end{matrix}\right] $, then",a is not invertible,a is invertible,a is non-singular,aa-1=i,a,matrices,none,2
358,"if a=$ \left[\begin{matrix}1&2&3\\1&-2&-3\\\end{matrix}\right] $ , b=$ \left[\begin{matrix}1&-1\\1&2\\1&-2\\\end{matrix}\right] $ then",(ab)-1 exists,(ab)-1 does not exist,(ba)-1 exists,(ab)-1=(ba)-1,a,matrices,none,2
359,"if$ \left[\begin{matrix}sin\left(\frac{\pi}{2}\right)&cos\left(\frac{\pi}{3}\right)\\2\ tan\left(\frac{\pi}{4}\right)&2k\\\end{matrix}\right] $ is not-invertible, then k=",2,$ \frac{1}{2} $,1,3,b,matrices,none,2
360,"the matrix a=$ \left[\begin{matrix}\lambda&-1&4\\-3&0&1\\-1&1&2\\\end{matrix}\right] $is invertible, if",λ$ \neq $-18,$ \lambda\neq-17 $,$ \lambda\neq-16 $,λ$ \neq-15 $,b,matrices,none,2
361,"the matrix a$ \left[\begin{matrix}1&a&2\\1&2&5\\2&1&1\\\end{matrix}\right] $is not invertible, if a=",-1,0,1,2,c,matrices,none,2
362,"if the inverse of a=$ \left[\begin{matrix}1&2&x\\4&-1&7\\2&4&-6\\\end{matrix}\right] $  does not exist, then x =",3,-3,0,2,b,matrices,none,2
363,"if the inverse of matrix $ \left[\begin{matrix}\alpha&14&-1\\2&3&1\\6&2&3\\\end{matrix}\right] $ does not exist, then the value of α is",1,-1,0,-2,d,matrices,none,2
364,matrix a=$ \left[\begin{matrix}1&0&-k\\2&1&3\\k&0&1\\\end{matrix}\right] $ is invertible for,k=-1,k=0,k=1,all real k,d,matrices,none,2
365,"if a=$ \left[a_{ij}\right]_{2\times2}, $  where $ a_{ij}= $ $ \ i+j\  $, then a is equal",$ \left[\begin{matrix}1&2\\2&4\\\end{matrix}\right] $,$ \left[\begin{matrix}2&3\\2&4\\\end{matrix}\right] $,$ \left[\begin{matrix}2&3\\3&4\\\end{matrix}\right] $,$ \ \left[\begin{matrix}1&2\\2&2\\\end{matrix}\right] $,c,matrices,none,1
366,"if a=$ \left[a_{ij}\right]_{2\times2},where\ a_{ij}=\frac{\left(i+2j\right)^2}{2} $  , then a is equal to",$ \left[\begin{matrix}7&25\\8&18\\\end{matrix}\right] $,$ \left[\begin{matrix}\frac{9}{2}&\frac{25}{2}\\80&18\\\end{matrix}\right] $,$ \left[\begin{matrix}9&25\\4&3\\\end{matrix}\right] $,$ \left[\begin{matrix}\frac{9}{2}&\frac{25}{2}\\8&18\\\end{matrix}\right] $,d,matrices,none,1
367,"if a=$ \left[a_{ij}\right]_{4\times3},\ where\ a_{ij}=\frac{i-j}{i+j} $  , then find a.",$ \left[\begin{matrix}1&\frac{-1}{3}&\frac{-1}{2}\\\frac{1}{2}&1&\frac{1}{5}\\\frac{1}{3}&\frac{1}{5}&1\\\frac{3}{5}&\frac{1}{3}&\frac{1}{7}\\\end{matrix}\right] $,$ \left[\begin{matrix}1&\frac{-1}{3}&\frac{-1}{2}\\\frac{1}{3}&1&\frac{-1}{5}\\\frac{1}{2}&\frac{1}{5}&1\\\frac{3}{5}&\frac{1}{3}&\frac{1}{7}\\\end{matrix}\right] $,$ \left[\begin{matrix}1&-3&\frac{-1}{2}\\2&1&5\\3&5&1\\\frac{3}{5}&3&7\\\end{matrix}\right] $,$ \ \left[\begin{matrix}0&\frac{-1}{3}&\frac{-1}{2}\\\frac{1}{3}&0&\frac{-1}{5}\\\frac{1}{2}&\frac{1}{5}&0\\\frac{3}{5}&\frac{1}{3}&\frac{1}{7}\\\end{matrix}\right] $,d,matrices,none,1
368,a square matrix a=$ \left[a_{ij}\right]_{n\times n} $ is called a diagonal matrix if $ a_{ij} $ = 0 for,i$ \neq\  $j,i> j,i< j,i = j,a,matrices,none,1
369,a square matrix a=$ \left[a_{ij}\right]_{n\times n} $  is called a lower triangular matrix if $ a_{ij} $=0 for,i$ \neq\  $j,i> j,i< j,none of these,c,matrices,none,1
370,"if $ \left[\begin{matrix}x+3&z+4&2y-7\\4x+6&a-1&0\\b-3&3b&z+2c\\\end{matrix}\right]=\left[\begin{matrix}0&6&3y-2\\2x&-3&2c+2\\2b+4&-21&0\\\end{matrix}\right] $ then find the values of a ,b ,c ,x ,y and z respectively.","-2 , 7 , -1 , -3 , 5 , 2","2 , 7 , 1 , 3 , 5 , 2","1 , 3 , 5 , 2  8 , 9","-2 , -7 , -1 , -3 , -5 , 2",d,matrices,none,1
371,two matrices of same order are said to be equal if the ______ of the two matrices are equal.,only non-diagonal elements,diagonal elements,corresponding element,none of these,c,matrices,none,1
372,"if$ \left[\begin{matrix}x+y&2x+z\\x-y&2z+w\\\end{matrix}\right] $=$ \left[\begin{matrix}4&7\\0&10\\\end{matrix}\right] $ , then the values of x , y , z, and w respectively are","2,2,3,5","2,2,3,4","3,3,-1,1",none of these,b,matrices,none,2
373,"if $ \left[\begin{matrix}x-y&2x+z\\2x-y&3z+w\\\end{matrix}\right] $= $ \left[\begin{matrix}-1&5\\0&13\\\end{matrix}\right] $ , then the value of w is",4,3,2,1,a,matrices,none,2
374,"find x ,y ,z and w respectively such that $$  \left[\begin{matrix}x-y&2z+w\\2x-y&2x+w\\\end{matrix}\right] $= $ \left[\begin{matrix}5&3\\12&15\\\end{matrix}\right]  $$","7, 3 , 1, 1","7 , 5 , 3 , 9","7, 2 , 1, 1","7, 3 , 2 , 1",c,matrices,none,2
375,"if $ \left[\begin{matrix}a+b&2\\5&ab\\\end{matrix}\right] $= $ \left[\begin{matrix}6&2\\5&8\\\end{matrix}\right] $ , then find the values of a and b respectively.","4,2","2,4","2,2",both (a) and (b),d,matrices,none,1
376,"for what values of x and y are the matrices a=$ \left[\begin{matrix}2x+1&3y\\0&y^2-5y\\\end{matrix}\right] $ , b=$ \left[\begin{matrix}x+3&y^2+2\\0&-6\\\end{matrix}\right] $ equal ?","2 , 2","4 , 4","2 , 3","3 , 4",a,matrices,none,2
377,"find the values of a , b , c and d  respectively if $$  \left[\begin{matrix}2a+b&a-2b\\5c-d&4c+3d\\\end{matrix}\right] $ = $ \left[\begin{matrix}4&-3\\11&24\\\end{matrix}\right]  $$","1 , 3 , 8 , 8","1 , 2 ,3 , 5","1 , 4 , 8 , 0","1 , 2 ,3 , 4",d,matrices,none,2
378,the order of the single matrix obtained from $ \left[\begin{matrix}1&-1\\0&2\\2&3\\\end{matrix}\right]\left\{\left[\begin{matrix}-1&0&2\\2&0&1\\\end{matrix}\right]-\left[\begin{matrix}0&1&23\\1&0&21\\\end{matrix}\right]\right\} $is,$ 3\times3 $,$ 2\times2 $,$ 2\times3 $,$ 3\times2 $,a,matrices,none,1
379,"if a=$ \left[\begin{matrix}1&3\\3&4\\\end{matrix}\right] $ and $ {\ a}^2-ka-5i=o $, then $ k= $",2,5,3,none of these,b,matrices,none,1
380,"if a=$ \left[\begin{matrix}\propto&0\\1&1\\\end{matrix}\right]\ and\ b=\left[\begin{matrix}1&0\\5&1\\\end{matrix}\right] $ , then find the value of$ \ \propto $ for which $ a^{2\ }=b. $",2,-2,no real value,4,c,matrices,none,2
381,if  $ p=\left[\begin{matrix}i&0&-i\\0&-i&i\\-i&i&0\\\end{matrix}\right]\ and\ q=\left[\begin{matrix}-i&i\\0&0\\i&-i\\\end{matrix}\right] $ then $ pq $ is,$ \left[\begin{matrix}2&-2\\-1&1\\-1&1\\\end{matrix}\right] $,$ \left[\begin{matrix}2&-2\\1&1\\1&1\\\end{matrix}\right] $,$ \left[\begin{matrix}2&-2\\-1&-1\\\end{matrix}\right] $,$ \left[\begin{matrix}-1&0&0\\0&-1&0\\0&0&-1\\\end{matrix}\right] $,a,matrices,none,1
382,"let a= $ \left[\begin{matrix}{cos}^2\theta&sin\theta\ cos\theta\\cos\theta\ sin\theta&{sin}^2\theta\\\end{matrix}\right] $ and  b=$ \left[\begin{matrix}{cos}^2\emptyset&sin\emptyset\ cos\emptyset\\cos\emptyset\ sin\emptyset&{sin}^2\emptyset\\\end{matrix}\right] $ , then $ ab=o $ , if","$ \theta=\emptyset+\left(2n+1\right)\frac{\pi}{2}\ \ ,n=0,\ 1,2,\ldots $","$ \theta+\emptyset=2n\pi\ ,n=0,\ 1,2,\ldots. $","$ \theta=\ n\emptyset\ ,\ n=0,\ 1,2,\ldots $","$ \theta=\emptyset+\frac{3n\pi}{2}\ ,n=0,1,2,\ldots $",a,matrices,none,2
383,"$$  \left[\begin{matrix}1&x&1\\\end{matrix}\right]\left[\begin{matrix}1&3&2\\2&5&1\\15&3&2\\\end{matrix}\right]\left[\begin{matrix}1\\2\\x\\\end{matrix}\right]=o $ , if $ x=  $$",-2,-1,-3,1,a,matrices,none,2
384,"if a=$ \left[\begin{matrix}1&-1\\2&-1\\\end{matrix}\right]\ ,\ b=\left[\begin{matrix}x&1\\y&-1\\\end{matrix}\right] $ and $ \left(a+b\right)^2=a^2+b^2,\ then\ x+y= $",2,5,3,1,b,matrices,none,2
385,"if a= $ \left[\begin{matrix}4&1&0\\1&-2&2\\\end{matrix}\right]\ ,b=\left[\begin{matrix}2&0&-1\\3&1&x\\\end{matrix}\right]\ ,c=\left[\begin{matrix}1\\2\\1\\\end{matrix}\right]\ and\ d=\left[\begin{matrix}15+x\\1\\\end{matrix}\right] $ such that     $ \left(2a-3b\right)c=d\  $, then $ x= $",4,– 6,– 5,2,b,matrices,none,2
386,"if $ ab=a\  $and $ =b $ , then",$ a^2\ =a\ \ \  $,$ a=-i $,$ b=i $,$ b^2\ =2i $,a,matrices,none,1
387,"if  $ a=\left[\begin{matrix}1&0&0\\0&1&0\\a&b&-1\\\end{matrix}\right] $ , then $ \left(a-i\right)\left(a+i\right)=o $ for",$ a=b=1 $ only,$ a\ =\ 1 $ only,any $ a $ and $ b $,$ b=0 $,c,matrices,none,2
388,"if $ \ =\ \left[\begin{matrix}1&1\\0&2\\\end{matrix}\right] $ , then $ a^4-2^4\left(a\ -\ i\right)= $",$ 2i\ – a $,$ i\ – a  $,$ 2i\ +a\ \  $,$ -a\ – 2i $,a,matrices,none,2
389,"if $ \ =\ \left[\begin{matrix}2&2&1\\1&3&1\\1&2&2\\\end{matrix}\right] $ , then $ a^3-7a^2+10a\ = $",$ 5i-a $,$ 5i+\ a $,$ 6i\  $,$ -6i $,a,matrices,none,2
390,"if $ a $ is a $ m\times n $ matrix such that $ ab $ and $ ba $ are both defined , then $ b $ is a",$ m\times m $ matrix,$ n\times n $ matrix,$ n\times m $ matrix,$ m\times n $ matrix,c,matrices,none,1
391,"if $ a=\left[\begin{matrix}1&2\\3&4\\\end{matrix}\right]\ ,\ then\ a^2-5a $  is equal to",$ -2i $,$ -3i $,$ 2i $,zero matrix,c,matrices,none,1
392,"if $ a=\ \left[\begin{matrix}2&1\\-1&2\\\end{matrix}\right],\ b=\left[\begin{matrix}1&-2\\2&1\\\end{matrix}\right],\ c=\left[\begin{matrix}1&-3\\2&1\\\end{matrix}\right],then\  $",$$  ac=bc $ and $ a=bc  $$,$$  a+b=b+a\  $and $ ab=bc  $$,$$  a+b=b+a $ and $ ac=bc  $$,$$  a+b=b+a $ and $ a+(b+c)=(a+b)+c  $$,d,matrices,none,1
393,"if $ =\left[\begin{matrix}-2&4\\-1&2\\\end{matrix}\right] $ , then $ a^2 $ is",unit matrix,null matrix,$ \left[\begin{matrix}1&0\\0&1\\\end{matrix}\right] $,$ \left[\begin{matrix}0&0\\1&1\\\end{matrix}\right] $,b,matrices,none,1
394,"if $ a=\left[\begin{matrix}a&b\\b&a\\\end{matrix}\right]\  $and $ {\ a}^2=\left[\begin{matrix}\alpha&\beta\\\beta&\alpha\\\end{matrix}\right] $ , then","$ \alpha=a^2+b^2,\ \beta=2ab $","$ \alpha=a^2+b^2,\beta=ab $","$ \alpha=a^2-b^2,\beta=a^2-b^2 $","$ \alpha=ab,\beta=a^2+b^2 $",a,matrices,none,2
395,"if $ a $ and $ b $ are $ 2\times2 $ matrices , then which of the following is true ?",$ \left(a+b\right)^2=a^2+b^2-2ab $,$ \left(a-b\right)^2=a^2+b^2+2ab $,$ (a+b)(a\ – b)= a2-b2 $,$ (a\ – b)(a+b)=a2+ab-ba-b2 $,d,matrices,none,1
396,if $ a=\left[\begin{matrix}1&2&x\\0&1&0\\0&0&1\\\end{matrix}\right]\ and\ b=\left[\begin{matrix}1&-2&y\\0&1&0\\0&0&1\\\end{matrix}\right]\ and\ ab=i_3 $ then $ x+y $ equals,2,-2,0,none of these,c,matrices,none,2
397,if $ a $ is a square matrix such that $ a^2=a\ then\ \left(i+a\right)^3\ -7a $ is equal to,$ 3a\  $,$ i $,$ i-a $,$ a $,b,matrices,none,2
398,"if $ a=\ \left[\begin{matrix}i&0\\0&i\\\end{matrix}\right]\ ,\ n\in n,\ then\ a^{4n} $ equals",$ \left[\begin{matrix}-i&0\\0&i\\\end{matrix}\right] $,$ \left[\begin{matrix}1&0\\0&0\\\end{matrix}\right] $,$ \left[\begin{matrix}0&i\\i&0\\\end{matrix}\right] $,$ \left[\begin{matrix}1&0\\0&1\\\end{matrix}\right] $,d,matrices,none,1
399,"if $ \left[\begin{matrix}x\\y\\z\\\end{matrix}\right] $ =$ \frac{1}{40}\left[\begin{matrix}5&10&-5\\-5&-2&13\\10&-4&6\\\end{matrix}\right]\left[\begin{matrix}5\\0\\5\\\end{matrix}\right] $ , then the value of $ x\ +\ y\ +\ z $ is",2,1,3,0,c,matrices,none,1
400,"if $ a=\ \left[\begin{matrix}1&2\\2&1\\\end{matrix}\right] $ and $ (x)=(1+x)\ (1\ – x ) $ , then $ f(a) $ is",$ \ – 31111 $,$ – 41111 $,$ \ 2\left[\begin{matrix}1&1\\1&1\\\end{matrix}\right] $,none of these,b,matrices,none,2
401,"if $ =\ \left[\begin{matrix}1&2&-1\\3&0&2\\4&5&0\\\end{matrix}\right] $ , $ b=\left[\begin{matrix}1&0&0\\2&1&0\\0&1&3\\\end{matrix}\right] $ , then $ ab $ is equal to",$ \ \left[\begin{matrix}0&-1&2\\5&4&3\\1&8&2\\\end{matrix}\right] $,$ \left[\begin{matrix}11&4&3\\11&2&-3\\0&3&3\\\end{matrix}\right] $,$ \left[\begin{matrix}1&8&4\\-2&9&-6\\0&2&0\\\end{matrix}\right] $,$ \left[\begin{matrix}5&1&-3\\3&2&6\\14&5&0\\\end{matrix}\right] $,d,matrices,none,1
402,$ \left[\begin{matrix}7&1&2\\9&2&1\\\end{matrix}\right]\left[\begin{matrix}3\\4\\5\\\end{matrix}\right]+2\left[\begin{matrix}4\\2\\\end{matrix}\right] $ is equal to,$ \left[\begin{matrix}43\\45\\\end{matrix}\right] $,$ \left[\begin{matrix}43\\44\\\end{matrix}\right] $,$ \left[\begin{matrix}45\\43\\\end{matrix}\right] $,$ \left[\begin{matrix}44\\46\\\end{matrix}\right] $,b,matrices,none,1
403,"if $ a=\left[\begin{matrix}1&-2&1\\2&1&3\\\end{matrix}\right]\ and\ b=\left[\begin{matrix}2&1\\3&2\\1&1\\\end{matrix}\right]\ ,then\ \left(ab\right)^t $  is equal to",$ \left[\begin{matrix}-3&10\\-2&7\\\end{matrix}\right] $,$ \left[\begin{matrix}-3&-2\\10&7\\\end{matrix}\right] $,$ \left[\begin{matrix}-3&7\\10&-2\\\end{matrix}\right] $,none of these,a,matrices,none,1
404,"if $ a $ and$ \ b $  are square matrices of same order and $ a’  $denotes the transpose of  , then",$ (ab)’ = a’b’ $,$ (ab)’=b’a’  $,$ ab=o\ \rightarrow\ |a|=0\ and\ |b|=0 $,$ ab=o\ \rightarrow a=o\ or\ b=\ o $,b,matrices,none,1
405,"if matrix $ \ =\ \left[\begin{matrix}a&b&c\\b&c&a\\c&a&b\\\end{matrix}\right] $ , where $ a,b $ and $ c $ are real positive numbers $ abc=1 $ and$ \ a^ta=i\  $, then the value of $ a^3+b^3+c^3 $ is",$ 4 $,$ 3\  $,$ 2\  $,$ 1 $,a,matrices,none,2
406,"if$ \ a=\left[\begin{matrix}2&4&-1\\-1&0&2\\\end{matrix}\right]\ ,\ b=\left[\begin{matrix}3&4\\-1&2\\2&1\\\end{matrix}\right]\ ,\ then\ find\ \left(ab\right)^t $",$ \left[\begin{matrix}15&2\\13&-1\\\end{matrix}\right] $,$ \left[\begin{matrix}0&1\\15&-2\\\end{matrix}\right] $,$ \frac{1}{6}\left[\begin{matrix}1&-2\\3&4\\\end{matrix}\right] $,none of these,b,matrices,none,1
407,"if $ a=\left[\begin{matrix}b&2&a\\2&1&-2\\-2&2&-1\\\end{matrix}\right] $ is a matrix satisfying $ {aa}^t=9i_3\ , $ then find the values of $ a $ and$ \ b $ respectively.","-1 , 2","-2 , 1","1 ,2","2 , 1",d,matrices,none,2
408,"find the values of $ x\ ,\ y\ ,\ z $ respectively , if the matrix $ a=\left[\begin{matrix}0&2y&z\\x&y&-z\\x&-y&z\\\end{matrix}\right] $ satisfy the equation $ a^ta=i_{3.} $","$ \frac{-1}{\sqrt2},\frac{-1}{\sqrt6},\frac{-1}{\sqrt3} $","$ \frac{1}{\sqrt2}\ ,\frac{1}{\sqrt6},\frac{1}{\sqrt3} $",both (a) and (b),none of these,c,matrices,none,2
409,"if $ a=\left[\begin{matrix}5&x\\y&0\\\end{matrix}\right]\ and\ a=a^{t\ },\ then $",$ x=y $,$ x+y=5 $,"$$  x=0 $ , $ y=5  $$","$ x=1\ ,\ y=9 $",a,matrices,none,1
410,"if $ a=\left[\begin{matrix}cos{\theta}&-sin{\theta}\\sin{\theta}&cos{\theta}\\\end{matrix}\right] $ then  $ a^t+a=i_2 $ , if","$ \theta=2n\pi\ ,n\in z $","$$  \theta=(2n+1)\frac{\pi}{3} $,n$ \in z  $$","$$  \theta=2n\pi+\frac{\pi}{2} $ , n$ \in z  $$",none of these,b,matrices,none,1
411,"if $ a=\left[\begin{matrix}cos{x}&-sin{x}\\sin{x}&cos{x}\\\end{matrix}\right]\ ,find\ {aa}^t $.",null matrix,$ \left[\begin{matrix}1&-1\\-1&1\\\end{matrix}\right] $,$ i_2 $,none of these,c,matrices,none,1
412,"if $ a=\left[\begin{matrix}1&1\\1&1\\\end{matrix}\right]\  $ satisfies $ a^4=ka^t $, then find the value of k.",8,-4,2,0,a,matrices,none,2
413,"if $ p\ =\ \left[\begin{matrix}\frac{\sqrt3}{2}&\frac{1}{2}\\\frac{-1}{2}&\frac{\sqrt3}{2}\\\end{matrix}\right]\ ,a=\left[\begin{matrix}1&1\\0&1\\\end{matrix}\right]\  $and$ \ q=pap^{t\ },\  $then$ \ p^tq^{2005}\ p\  $is",$ \left[\begin{matrix}1&2005\\2005&1\\\end{matrix}\right] $,$ \left[\begin{matrix}1&2005\\0&1\\\end{matrix}\right] $,$ \left[\begin{matrix}1&0\\2005&-1\\\end{matrix}\right] $,$ \left[\begin{matrix}1&0\\0&-1\\\end{matrix}\right] $,b,matrices,none,2
414,"if $ a=\left[\begin{matrix}1\\-4\\3\\\end{matrix}\right]\  $and$ \ b=\left[\begin{matrix}-1&2&1\\\end{matrix}\right],\ then\ (ab)\prime $ is equal to",$ \left[\begin{matrix}-1&4&-3\\2&8&6\\1&-4&3\\\end{matrix}\right] $,$ \left[\begin{matrix}-1&2&1\\4&-8&-4\\-3&-6&-3\\\end{matrix}\right] $,$ \left[\begin{matrix}1&-4&-3\\2&-8&6\\1&4&-3\\\end{matrix}\right] $,$ \left[\begin{matrix}-1&4&-3\\2&-8&6\\1&-4&3\\\end{matrix}\right] $,d,matrices,none,1
415,if $ a^t=\left[\begin{matrix}3&4\\-1&2\\0&1\\\end{matrix}\right]\  $and$ \ b=\left[\begin{matrix}-1&2&1\\1&2&3\\\end{matrix}\right] $  then find $ a^t-b^t $,$ \left[\begin{matrix}-4&3\\3&1\\1&2\\\end{matrix}\right] $,$ \left[\begin{matrix}4&3\\-3&0\\-1&-2\\\end{matrix}\right] $,$ \left[\begin{matrix}4&0\\-1&3\\3&-2\\\end{matrix}\right] $,$ \left[\begin{matrix}1&3\\2&4\\3&5\\\end{matrix}\right] $,b,matrices,none,1
416,if $ a=\left[\begin{matrix}0&-1&2\\1&0&3\\-2&-3&0\\\end{matrix}\right]\  $then$ \ a+2a^t $equals,$ -a\  $,$ a^t $,$ {-a}^t $,$ a^2 $,b,matrices,none,2
417,the matrix $ a=\left[\begin{matrix}0&1\\1&0\\\end{matrix}\right] $  is a,diagonal matrix,unit matrix,skew-symmetric matrix,symmetric matrix,d,matrices,none,1
418,"for any square  matrix $ a,\ \ aa^t $ is a",diagonal matrix,skew-symmetric matrix,symmetric matrix,unit matrix,c,matrices,none,1
419,"if $ a $ and$ \ b $ are symmetric matrices of the same order , then",$ ab\  $is a symmetric matrix,$ a\ – b $ is a skew-symmetric matrix,$ ab-ba\  $is a symmetric,$ ab+\ ba $ is a symmetric matrix,d,matrices,none,1
420,"if$ \ a=\left[\begin{matrix}3&x-1\\2x+3&x+2\\\end{matrix}\right] $ is a symmetric matrix , then $ x\ = $",-4,-3,4,3,a,matrices,none,1
421,"if $ a $ is a square matrix , then $ a\ – a’ $ is a",identity matrix,symmetric matrix,skew-symmetric matrix,none of these,c,matrices,none,1
422,each diagonal element of a skew-symmetric matrix is,negative,positive,non-real,zero,d,matrices,none,1
423,"if a square matrix $ a=\left[a_{ij}\right] $, $ a_{ij=i^2\ -j^2} $ is of even order , then",a is a symmetric matrix,a is a skew-symmetric matrix,a is neither symmetric nor skew-symmetric,both (a) and (b),b,matrices,none,2
424,if $ a=\left[\begin{matrix}0&2&-3\\-2&0&-1\\3&1&0\\\end{matrix}\right] $ then $ a $ is a,skew-symmetric matrix,symmetric matrix,identity matrix,none of these,a,matrices,none,1
425,"if $ a=\ \left[\begin{matrix}6&8&5\\4&2&3\\9&7&1\\\end{matrix}\right] $ is the sum of a symmetric matrix b and skew-symmetric matrix c , then b is",$ \left[\begin{matrix}0&6&-2\\2&2&-2\\-2&-2&0\\\end{matrix}\right] $,$ \left[\begin{matrix}0&2&-2\\2&5&2\\2&2&0\\\end{matrix}\right] $,$ \left[\begin{matrix}6&6&7\\6&2&-5\\7&5&1\\\end{matrix}\right] $,$ \left[\begin{matrix}6&6&7\\6&2&5\\7&5&1\\\end{matrix}\right] $,d,matrices,none,2
426,"if $ \omega $ is a complex cube root of unity , then the matrix $ a=\left[\begin{matrix}1&\omega^2&\omega\\\omega^2&\omega&1\\\omega&1&\omega^2\\\end{matrix}\right] $ is",skew-symmetric matrix,identity matrix,symmetric matrix,none of these,c,matrices,none,1
427,"if $ a=\left[\begin{matrix}3&-4\\1&-1\\\end{matrix}\right] $ is the sum of a symmetric matrix $ b $ and a skew-symmetric matrix  , then $ c $ is",$ \left[\begin{matrix}0&\frac{-5}{2}\\\frac{5}{2}&0\\\end{matrix}\right] $,$ \left[\begin{matrix}-1&\frac{-5}{2}\\\frac{5}{2}&-1\\\end{matrix}\right] $,$ \left[\begin{matrix}1&\frac{-5}{2}\\\frac{5}{2}&0\\\end{matrix}\right] $,$ \left[\begin{matrix}1&\frac{-3}{2}\\\frac{5}{2}&-1\\\end{matrix}\right] $,a,matrices,none,2
428,"if $ a\ =\ \left[\begin{matrix}4&2&-1\\3&5&7\\1&-2&1\\\end{matrix}\right] $ is the sum of a symmetric matrix $ b $ and a skew-symmetric matrix  , then $ b $ is",$ \left[\begin{matrix}4&\frac{5}{2}&0\\\frac{5}{2}&5&\frac{5}{2}\\0&\frac{5}{2}&1\\\end{matrix}\right] $,$ \left[\begin{matrix}1&\frac{5}{2}&0\\\frac{5}{2}&5&\frac{5}{2}\\0&\frac{5}{2}&1\\\end{matrix}\right] $,$ \left[\begin{matrix}-1&\frac{5}{2}&0\\\frac{5}{2}&-5&\frac{5}{2}\\0&\frac{5}{2}&-2\\\end{matrix}\right] $,$ \left[\begin{matrix}1&\frac{5}{2}&1\\\frac{5}{2}&5&\frac{3}{2}\\0&\frac{5}{2}&-2\\\end{matrix}\right] $,a,matrices,none,2
